Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,Total Missing or Incorrect Orders,Missing/Incorrect %,Total Error Charges,Total Cancelled Orders,Total Cancellation Rate %,Total Avoidable Cancellations,Avoidable Cancellation Rate %,Point of Sale Error Rate %,Average Avoidable Dasher Wait,Average Dasher Wait,Average Delivery Time (ASAP),Uptime %,Downtime %,Total Downtime in Minutes,Average Rating,Total Number of Ratings Received in Period of Time,Total 1 Star Ratings,Total 5 Star Ratings,Number of Dislikes,Number of Loved,Percentage of Loved,Currency,Average ASAP Minutes
Day of 2025-08-09,2025-08-09,2025-08-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,60,58,2,3.33,3.33,2,3.33,1,1.67,0.00,5.76,6.72,25.35,83.33,16.67,30,NULL,3,NULL,2,0,0,0.00,USD,25.35
Day of 2025-08-09,2025-08-09,2025-08-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,37,36,1,2.70,11.83,1,2.70,1,2.70,0.00,3.47,4.89,20.59,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,20.59
Day of 2025-08-09,2025-08-09,2025-08-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,16,2,9.52,13.79,5,23.81,4,19.05,0.00,4.91,5.79,22.02,94.09,5.91,85,NULL,2,NULL,1,0,0,0.00,USD,22.02
Day of 2025-08-08,2025-08-08,2025-08-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,50,5,9.62,26.09,2,3.85,1,1.92,3.85,2.48,4.91,22.87,100.0,0.0,0,NULL,6,1,5,0,0,0.00,USD,22.87
Day of 2025-08-08,2025-08-08,2025-08-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,54,51,4,7.41,14.67,3,5.56,1,1.85,1.85,4.42,5.33,23.37,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,23.37
Day of 2025-08-08,2025-08-08,2025-08-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,25,21,0,0.00,0.00,4,16.00,2,8.00,4.00,5.78,6.45,23.50,71.67,28.33,17,NULL,3,1,2,0,0,0.00,USD,23.50
Day of 2025-08-07,2025-08-07,2025-08-07,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,36,35,3,8.33,10.88,1,2.78,0,0.00,2.78,5.70,6.06,22.59,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,22.59
Day of 2025-08-07,2025-08-07,2025-08-07,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,37,37,1,2.70,9.41,0,0.00,0,0.00,0.00,3.80,4.67,18.75,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,18.75
Day of 2025-08-07,2025-08-07,2025-08-07,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,19,1,4.76,0.00,2,9.52,1,4.76,4.76,3.75,4.20,20.61,100.0,0.0,0,NULL,3,1,2,0,0,0.00,USD,20.61
Day of 2025-08-06,2025-08-06,2025-08-06,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,55,54,3,5.45,31.55,1,1.82,1,1.82,0.00,4.64,5.46,21.06,100.0,0.0,0,NULL,6,2,3,0,0,0.00,USD,21.06
Day of 2025-08-06,2025-08-06,2025-08-06,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,28,27,2,7.14,22.27,1,3.57,0,0.00,0.00,4.25,4.78,21.54,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,21.54
Day of 2025-08-06,2025-08-06,2025-08-06,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,17,17,1,5.88,11.26,0,0.00,0,0.00,0.00,2.96,4.24,19.05,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,19.05
Day of 2025-08-05,2025-08-05,2025-08-05,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,35,35,1,2.86,5.84,0,0.00,0,0.00,0.00,4.23,5.13,20.68,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.68
Day of 2025-08-05,2025-08-05,2025-08-05,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,32,32,1,3.13,14.06,0,0.00,0,0.00,0.00,3.53,4.93,21.01,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,21.01
Day of 2025-08-05,2025-08-05,2025-08-05,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,4,22.22,33.51,0,0.00,0,0.00,0.00,4.12,5.34,22.05,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,22.05
Day of 2025-08-04,2025-08-04,2025-08-04,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,43,42,3,6.98,14.37,1,2.33,0,0.00,0.00,5.87,6.74,22.51,99.74,0.26,3,NULL,3,1,2,0,0,0.00,USD,22.51
Day of 2025-08-04,2025-08-04,2025-08-04,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,29,29,1,3.45,14.73,0,0.00,0,0.00,0.00,4.24,5.31,20.30,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.30
Day of 2025-08-04,2025-08-04,2025-08-04,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,28,28,2,7.14,13.15,0,0.00,0,0.00,0.00,3.88,5.41,21.36,100.0,0.0,0,NULL,4,1,2,0,0,0.00,USD,21.36
Day of 2025-08-03,2025-08-03,2025-08-03,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,82,80,5,6.10,43.37,2,2.44,1,1.22,0.00,6.68,7.49,26.46,97.92,2.08,30,NULL,8,NULL,7,0,0,0.00,USD,26.46
Day of 2025-08-03,2025-08-03,2025-08-03,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,31,31,1,3.23,15.01,0,0.00,0,0.00,0.00,5.03,5.79,26.21,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,26.21
Day of 2025-08-03,2025-08-03,2025-08-03,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,21,1,4.76,6.69,0,0.00,0,0.00,0.00,7.08,7.90,24.90,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,24.90
Day of 2025-08-02,2025-08-02,2025-08-02,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,83,81,7,8.43,44.08,2,2.41,1,1.20,0.00,6.60,7.24,27.54,100.0,0.0,0,NULL,9,2,6,0,0,0.00,USD,27.54
Day of 2025-08-02,2025-08-02,2025-08-02,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,46,45,3,6.52,12.19,1,2.17,1,2.17,0.00,5.43,6.66,25.14,100.0,0.0,0,NULL,8,1,5,0,0,0.00,USD,25.14
Day of 2025-08-02,2025-08-02,2025-08-02,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,22,19,3,13.64,6.41,3,13.64,3,13.64,13.64,5.09,7.05,27.59,96.58,3.42,41,NULL,2,1,NULL,0,0,0.00,USD,27.59
Day of 2025-08-01,2025-08-01,2025-08-01,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,59,57,4,6.78,20.57,2,3.39,0,0.00,0.00,4.88,6.08,23.48,100.0,0.0,0,NULL,7,2,5,0,0,0.00,USD,23.48
Day of 2025-08-01,2025-08-01,2025-08-01,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,66,65,3,4.55,12.07,1,1.52,0,0.00,0.00,5.06,6.58,24.88,100.0,0.0,0,NULL,3,1,2,0,0,0.00,USD,24.88
Day of 2025-08-01,2025-08-01,2025-08-01,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,23,2,8.70,21.78,0,0.00,0,0.00,0.00,7.03,7.49,24.65,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,24.65
Day of 2025-07-31,2025-07-31,2025-07-31,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,49,48,4,8.16,39.97,1,2.04,0,0.00,0.00,6.07,6.83,22.11,97.45,2.55,29,NULL,6,1,3,0,0,0.00,USD,22.11
Day of 2025-07-31,2025-07-31,2025-07-31,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,33,33,5,15.15,49.50,0,0.00,0,0.00,0.00,6.14,7.11,25.18,99.74,0.26,3,NULL,5,1,4,0,0,0.00,USD,25.18
Day of 2025-07-31,2025-07-31,2025-07-31,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,26,25,1,3.85,4.15,1,3.85,0,0.00,3.85,5.17,7.37,21.62,100.0,0.0,0,NULL,2,1,NULL,0,0,0.00,USD,21.62
Day of 2025-07-30,2025-07-30,2025-07-30,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,54,54,0,0.00,0.00,0,0.00,0,0.00,0.00,4.89,6.06,22.91,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,22.91
Day of 2025-07-30,2025-07-30,2025-07-30,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,34,6,17.65,22.34,0,0.00,0,0.00,0.00,4.14,5.82,23.22,100.0,0.0,0,NULL,4,NULL,4,0,0,0.00,USD,23.22
Day of 2025-07-30,2025-07-30,2025-07-30,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,20,0,0.00,0.00,0,0.00,0,0.00,0.00,5.91,6.46,22.02,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,22.02
Day of 2025-07-29,2025-07-29,2025-07-29,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,43,43,5,11.63,23.18,0,0.00,0,0.00,0.00,4.42,5.09,19.28,100.0,0.0,0,NULL,4,2,1,0,0,0.00,USD,19.28
Day of 2025-07-29,2025-07-29,2025-07-29,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,34,3,8.82,19.55,0,0.00,0,0.00,0.00,4.37,5.46,22.82,100.0,0.0,0,NULL,4,1,3,0,0,0.00,USD,22.82
Day of 2025-07-29,2025-07-29,2025-07-29,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,1,5.56,8.72,0,0.00,0,0.00,0.00,5.64,6.51,22.87,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,22.87
Day of 2025-07-28,2025-07-28,2025-07-28,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,47,45,4,8.51,33.89,2,4.26,2,4.26,0.00,4.08,5.22,20.42,100.0,0.0,0,NULL,8,1,5,0,0,0.00,USD,20.42
Day of 2025-07-28,2025-07-28,2025-07-28,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,39,39,1,2.56,5.05,0,0.00,0,0.00,0.00,3.31,4.18,21.22,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,21.22
Day of 2025-07-28,2025-07-28,2025-07-28,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,14,14,0,0.00,0.00,0,0.00,0,0.00,0.00,4.03,5.62,19.64,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,19.64
Day of 2025-07-27,2025-07-27,2025-07-27,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,78,76,4,5.13,32.15,2,2.56,1,1.28,0.00,4.43,4.95,21.60,98.4,1.6,23,NULL,1,NULL,NULL,0,0,0.00,USD,21.60
Day of 2025-07-27,2025-07-27,2025-07-27,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,38,36,3,7.89,14.27,2,5.26,0,0.00,0.00,3.67,4.75,21.64,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,21.64
Day of 2025-07-27,2025-07-27,2025-07-27,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,27,25,2,7.41,14.57,2,7.41,0,0.00,0.00,4.24,5.57,23.39,100.0,0.0,0,NULL,2,1,NULL,0,0,0.00,USD,23.39
Day of 2025-07-26,2025-07-26,2025-07-26,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,82,80,7,8.54,35.96,2,2.44,1,1.22,0.00,7.41,8.26,28.49,93.75,6.25,90,NULL,11,3,7,0,0,0.00,USD,28.49
Day of 2025-07-26,2025-07-26,2025-07-26,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,33,32,2,6.06,4.44,1,3.03,0,0.00,3.03,3.76,4.56,22.06,100.0,0.0,0,NULL,2,NULL,2,0,0,0.00,USD,22.06
Day of 2025-07-26,2025-07-26,2025-07-26,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,19,2,8.70,4.40,4,17.39,3,13.04,0.00,4.58,6.20,24.41,92.41,7.59,91,NULL,1,NULL,NULL,0,0,0.00,USD,24.41
Day of 2025-07-25,2025-07-25,2025-07-25,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,51,4,7.69,17.35,1,1.92,0,0.00,0.00,4.29,5.09,21.38,95.41,4.59,66,NULL,2,NULL,2,0,0,0.00,USD,21.38
Day of 2025-07-25,2025-07-25,2025-07-25,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,56,54,6,10.71,63.66,2,3.57,0,0.00,0.00,5.27,6.17,23.28,100.0,0.0,0,NULL,4,NULL,4,0,0,0.00,USD,23.28
Day of 2025-07-25,2025-07-25,2025-07-25,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,19,0,0.00,0.00,1,5.00,0,0.00,0.00,3.76,4.48,20.38,58.33,41.67,25,NULL,0,NULL,NULL,0,0,0.00,USD,20.38
Day of 2025-07-24,2025-07-24,2025-07-24,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,32,31,3,9.38,28.62,1,3.13,1,3.13,0.00,6.90,7.49,23.20,100.0,0.0,0,NULL,5,1,3,0,0,0.00,USD,23.20
Day of 2025-07-24,2025-07-24,2025-07-24,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,43,43,1,2.33,8.06,0,0.00,0,0.00,0.00,3.43,4.95,23.11,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,23.11
Day of 2025-07-24,2025-07-24,2025-07-24,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,20,19,0,0.00,0.00,1,5.00,0,0.00,0.00,3.05,3.83,20.68,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,20.68
Day of 2025-07-23,2025-07-23,2025-07-23,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,44,44,1,2.27,3.22,0,0.00,0,0.00,0.00,3.81,4.60,20.21,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,20.21
Day of 2025-07-23,2025-07-23,2025-07-23,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,25,25,4,16.00,16.90,0,0.00,0,0.00,0.00,3.84,5.18,21.65,100.0,0.0,0,NULL,4,NULL,2,0,0,0.00,USD,21.65
Day of 2025-07-23,2025-07-23,2025-07-23,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,10,10,1,10.00,10.42,0,0.00,0,0.00,0.00,5.51,6.55,19.86,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,19.86
Day of 2025-07-22,2025-07-22,2025-07-22,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,28,27,2,7.14,12.23,1,3.57,0,0.00,0.00,4.64,5.44,18.40,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,18.40
Day of 2025-07-22,2025-07-22,2025-07-22,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,29,29,1,3.45,8.18,0,0.00,0,0.00,0.00,4.03,5.14,20.52,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.52
Day of 2025-07-22,2025-07-22,2025-07-22,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,7,7,0,0.00,0.00,0,0.00,0,0.00,0.00,2.99,3.74,18.63,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,18.63
Day of 2025-07-21,2025-07-21,2025-07-21,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,37,37,5,13.51,18.24,0,0.00,0,0.00,0.00,4.68,6.00,22.64,100.0,0.0,0,NULL,5,2,3,0,0,0.00,USD,22.64
Day of 2025-07-21,2025-07-21,2025-07-21,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,43,42,1,2.33,1.50,1,2.33,0,0.00,0.00,3.41,4.70,20.53,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,20.53
Day of 2025-07-21,2025-07-21,2025-07-21,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,14,14,0,0.00,0.00,0,0.00,0,0.00,0.00,5.08,5.81,20.67,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,20.67
Day of 2025-07-20,2025-07-20,2025-07-20,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,57,48,2,3.51,13.43,9,15.79,1,1.75,3.51,4.80,5.37,21.12,99.35,0.65,7,NULL,5,NULL,4,0,0,0.00,USD,21.12
Day of 2025-07-20,2025-07-20,2025-07-20,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,41,41,4,9.76,14.13,0,0.00,0,0.00,0.00,3.46,4.16,20.08,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,20.08
Day of 2025-07-20,2025-07-20,2025-07-20,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,23,18,0,0.00,0.00,5,21.74,5,21.74,4.35,4.72,5.84,20.72,98.33,1.67,4,NULL,3,NULL,2,0,0,0.00,USD,20.72
Day of 2025-07-19,2025-07-19,2025-07-19,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,87,87,9,10.34,52.50,0,0.00,0,0.00,0.00,7.24,8.34,27.13,86.11,13.89,25,NULL,4,NULL,2,0,0,0.00,USD,27.13
Day of 2025-07-19,2025-07-19,2025-07-19,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,50,49,2,4.00,8.33,1,2.00,1,2.00,0.00,3.58,5.01,23.30,100.0,0.0,0,NULL,4,NULL,4,0,0,0.00,USD,23.30
Day of 2025-07-19,2025-07-19,2025-07-19,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,13,13,0,0.00,0.00,0,0.00,0,0.00,0.00,4.70,6.76,24.35,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,24.35
Day of 2025-07-18,2025-07-18,2025-07-18,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,63,62,4,6.35,17.57,1,1.59,0,0.00,0.00,6.14,7.36,25.90,100.0,0.0,0,NULL,7,NULL,5,0,0,0.00,USD,25.90
Day of 2025-07-18,2025-07-18,2025-07-18,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,56,56,6,10.71,36.43,0,0.00,0,0.00,0.00,4.34,6.11,23.29,100.0,0.0,0,NULL,3,1,1,0,0,0.00,USD,23.29
Day of 2025-07-18,2025-07-18,2025-07-18,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,19,19,3,15.79,14.98,0,0.00,0,0.00,0.00,6.66,8.53,22.82,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,22.82
Day of 2025-07-17,2025-07-17,2025-07-17,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,59,59,5,8.47,22.32,0,0.00,0,0.00,0.00,6.55,7.88,24.35,94.73,5.27,60,NULL,5,1,2,0,0,0.00,USD,24.35
Day of 2025-07-17,2025-07-17,2025-07-17,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,40,40,3,7.50,14.78,0,0.00,0,0.00,0.00,3.88,5.30,20.97,100.0,0.0,0,NULL,5,1,2,0,0,0.00,USD,20.97
Day of 2025-07-17,2025-07-17,2025-07-17,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,21,19,1,4.76,22.22,2,9.52,1,4.76,0.00,4.95,6.87,19.78,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,19.78
Day of 2025-07-16,2025-07-16,2025-07-16,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,52,51,6,11.54,36.07,1,1.92,0,0.00,0.00,5.22,6.47,20.63,100.0,0.0,0,NULL,4,2,2,0,0,0.00,USD,20.63
Day of 2025-07-16,2025-07-16,2025-07-16,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,55,55,4,7.27,17.84,0,0.00,0,0.00,0.00,3.03,3.84,18.33,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,18.33
Day of 2025-07-16,2025-07-16,2025-07-16,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,17,17,1,5.88,3.55,0,0.00,0,0.00,0.00,6.59,7.25,21.18,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,21.18
Day of 2025-07-15,2025-07-15,2025-07-15,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,40,40,6,15.00,47.37,0,0.00,0,0.00,0.00,6.05,7.43,23.04,100.0,0.0,0,NULL,7,1,4,0,0,0.00,USD,23.04
Day of 2025-07-15,2025-07-15,2025-07-15,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,33,1,2.94,3.34,1,2.94,0,0.00,0.00,3.99,4.95,19.69,100.0,0.0,0,NULL,3,NULL,2,0,0,0.00,USD,19.69
Day of 2025-07-15,2025-07-15,2025-07-15,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,16,16,1,6.25,3.55,0,0.00,0,0.00,0.00,6.08,7.13,24.63,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,24.63
Day of 2025-07-14,2025-07-14,2025-07-14,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,46,43,4,8.70,20.21,3,6.52,0,0.00,0.00,6.55,7.72,24.20,99.12,0.88,10,NULL,1,NULL,1,0,0,0.00,USD,24.20
Day of 2025-07-14,2025-07-14,2025-07-14,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,41,40,4,9.76,13.88,1,2.44,0,0.00,0.00,3.38,4.20,20.37,100.0,0.0,0,NULL,3,1,2,0,0,0.00,USD,20.37
Day of 2025-07-14,2025-07-14,2025-07-14,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,19,19,2,10.53,9.40,0,0.00,0,0.00,0.00,3.54,4.56,19.11,100.0,0.0,0,NULL,1,1,NULL,0,0,0.00,USD,19.11
Day of 2025-07-13,2025-07-13,2025-07-13,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,81,79,6,7.41,27.44,2,2.47,0,0.00,0.00,6.73,8.00,27.16,100.0,0.0,0,NULL,6,NULL,5,0,0,0.00,USD,27.16
Day of 2025-07-13,2025-07-13,2025-07-13,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,42,42,3,7.14,11.12,0,0.00,0,0.00,0.00,4.97,5.59,25.32,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,25.32
Day of 2025-07-13,2025-07-13,2025-07-13,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,44,35,2,4.55,2.38,9,20.45,8,18.18,0.00,5.24,6.11,24.04,92.15,7.85,113,NULL,1,NULL,NULL,0,0,0.00,USD,24.04
Day of 2025-07-12,2025-07-12,2025-07-12,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,60,60,6,10.00,13.59,0,0.00,0,0.00,0.00,5.99,6.81,22.32,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,22.32
Day of 2025-07-12,2025-07-12,2025-07-12,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,46,46,3,6.52,10.73,0,0.00,0,0.00,0.00,4.70,5.35,22.26,99.5,0.5,6,NULL,1,NULL,1,0,0,0.00,USD,22.26
Day of 2025-07-12,2025-07-12,2025-07-12,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,37,36,1,2.70,3.30,1,2.70,0,0.00,0.00,5.56,6.72,22.96,100.0,0.0,0,NULL,3,NULL,3,0,0,0.00,USD,22.96
Day of 2025-07-11,2025-07-11,2025-07-11,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,74,71,4,5.41,25.24,3,4.05,2,2.70,0.00,5.36,6.53,22.82,92.43,7.57,109,NULL,5,NULL,1,0,0,0.00,USD,22.82
Day of 2025-07-11,2025-07-11,2025-07-11,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,47,46,1,2.13,8.11,1,2.13,0,0.00,0.00,5.15,6.52,22.80,100.0,0.0,0,NULL,3,NULL,1,0,0,0.00,USD,22.80
Day of 2025-07-11,2025-07-11,2025-07-11,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,36,30,3,8.33,23.03,6,16.67,5,13.89,5.56,5.22,6.18,21.95,92.49,7.51,108,NULL,2,NULL,2,0,0,0.00,USD,21.95
Day of 2025-07-10,2025-07-10,2025-07-10,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,42,42,4,9.52,24.57,0,0.00,0,0.00,0.00,5.16,5.97,21.45,100.0,0.0,0,NULL,1,NULL,NULL,0,0,0.00,USD,21.45
Day of 2025-07-10,2025-07-10,2025-07-10,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,33,33,3,9.09,14.73,0,0.00,0,0.00,0.00,4.13,5.40,22.84,100.0,0.0,0,NULL,4,NULL,3,0,0,0.00,USD,22.84
Day of 2025-07-10,2025-07-10,2025-07-10,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,18,18,1,5.56,0.34,0,0.00,0,0.00,0.00,5.16,5.87,20.24,100.0,0.0,0,NULL,4,3,1,0,0,0.00,USD,20.24
Day of 2025-07-09,2025-07-09,2025-07-09,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,40,39,4,10.00,24.63,1,2.50,1,2.50,0.00,6.95,8.04,23.75,100.0,0.0,0,NULL,5,1,2,0,0,0.00,USD,23.75
Day of 2025-07-09,2025-07-09,2025-07-09,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,34,34,3,8.82,10.30,0,0.00,0,0.00,0.00,3.74,4.90,22.32,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,22.32
Day of 2025-07-09,2025-07-09,2025-07-09,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,13,11,1,7.69,7.71,2,15.38,1,7.69,7.69,4.03,4.86,17.10,100.0,0.0,0,NULL,0,NULL,NULL,0,0,0.00,USD,17.10
Day of 2025-07-08,2025-07-08,2025-07-08,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,39,39,2,5.13,16.01,0,0.00,0,0.00,0.00,4.85,5.83,20.47,100.0,0.0,0,NULL,3,NULL,NULL,0,0,0.00,USD,20.47
Day of 2025-07-08,2025-07-08,2025-07-08,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,31,31,6,19.35,36.39,0,0.00,0,0.00,0.00,3.67,4.72,20.83,100.0,0.0,0,NULL,2,1,1,0,0,0.00,USD,20.83
Day of 2025-07-08,2025-07-08,2025-07-08,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,13,13,1,7.69,3.01,0,0.00,0,0.00,0.00,5.92,6.87,23.92,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,23.92
Day of 2025-07-07,2025-07-07,2025-07-07,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,38,37,1,2.63,3.65,1,2.63,0,0.00,0.00,6.13,6.59,22.75,99.74,0.26,3,NULL,5,2,1,0,0,0.00,USD,22.75
Day of 2025-07-07,2025-07-07,2025-07-07,McDonald's (3206-S BEND-WESTERN),655825,5579,3206,31,31,1,3.23,2.73,0,0.00,0,0.00,0.00,4.09,4.85,22.02,100.0,0.0,0,NULL,2,NULL,1,0,0,0.00,USD,22.02
Day of 2025-07-07,2025-07-07,2025-07-07,McDonald's (574-S BND-S MICHIGAN),655827,5579,574,12,12,1,8.33,12.54,0,0.00,0,0.00,0.00,6.37,7.71,21.80,100.0,0.0,0,NULL,1,NULL,1,0,0,0.00,USD,21.80
Day of 2025-07-06,2025-07-06,2025-07-06,McDonald's (493-S BND-N MICHIGAN),655822,5579,493,58,55,7,12.07,46.49,3,5.17,1,1.72,0.00,7.45,8.44,28.90,96.88,3.12,30,NULL,5,NULL,3,0,0,0.00,USD,28.90
